序號,區別,幼兒園名稱,幼兒園電話,幼兒園住址,核定總招收數,核准設立日期,設立許可文號,類型
517,安南區,臺南市私立安南幼兒園,(06)2567154,[709]臺南市安南區淵東里10鄰安中路三段400巷11、13號,180,1981/08/06,南市教國字第57333號,私立
518,安南區,臺南市私立安南幼兒園安南分班,(06)2567154,[709]臺南市安南區淵東里10鄰安中路三段400巷15號,30,2014/03/05,南市教特(一)字第1030171213號,私立
519,安南區,臺南市私立安南幼兒園安中分班,(06)2567154,[709]臺南市安南區淵東里10鄰安中路三段400巷5號,60,2017/08/03,南市教特(一)字第1060803102號,私立
520,安南區,臺南市私立娘親幼兒園,(06)2479998,[709]臺南市安南區淵西里12鄰安中路4段240巷11號,100,1997/04/22,南市社福字第13642號,私立
521,安南區,臺南市私立才碩幼兒園,(06)2575777,[709]臺南市安南區城中里8鄰城安西街27號,30,2008/11/25,南市社兒字第09713650910號,私立
522,安南區,臺南市私立樂耕幼兒園,(06)2506230,[709]臺南市安南區海佃里15鄰郡安路六段55巷140號,39,2008/08/01,南市社兒字第09713594520號,私立
523,安南區,臺南市私立光暉幼兒園,(06)2591243,[709]臺南市安南區幸福里20鄰海佃路一段95巷1號,140,1993/07/03,南市社福字第20762號,私立
524,安南區,臺南市私立至德幼兒園,(06)2563348,[709]臺南市安南區理想里1鄰同安路70號,90,1996/06/27,南市教國字第21622號,私立
525,安南區,臺南市私立新光暉幼兒園,(06)3585191,[709]臺南市安南區國安里11鄰生態街589、591、593號,300,2019/03/04,南市教特(一)字第1080268228號,私立
526,安南區,臺南市私立佑佳幼兒園,(06)2501714,[709]臺南市安南區安富里9鄰府安路五段223巷57-1號,70,1998/11/16,南市社福字第37151號,私立
527,安南區,臺南市私立南光幼兒園,(06)2450000,[709]臺南市安南區大安里10鄰大安街252號,120,1985/02/05,南市社福字第02278號,私立
528,安平區,臺南市私立聖德幼兒園,(06)2232760,[708]臺南市安平區西門里4鄰安平路850巷2號,90,1970/02/23,南市教國字第12829號,私立
529,安平區,臺南市私立愛貝文幼兒園,(06)2996601,[708]臺南市安平區建平里4鄰慶平路162、160-3號,110,1998/03/25,南市社福字第09302號,私立
530,安平區,臺南市私立示範幼兒園,(06)2999391,[708]臺南市安平區建平里8鄰府前路二段311號,265,1998/07/01,南市社兒字第232493號,私立
531,安平區,臺南市私立格林幼兒園,(06)2983639,[708]臺南市安平區怡平里25鄰永華路二段480號,90,1994/07/30,南市教國字第24842號,私立
532,安平區,臺南市私立德妮培安幼兒園,(06)2990559,[708]臺南市安平區怡平里20鄰怡平路390號,187,2002/06/14,南市社兒字第222359號,私立
533,安平區,臺南市私立金城幼兒園,(06)2970055,[708]臺南市安平區平通里22鄰育平九街374號,150,1989/10/26,南市教國字第22574號,私立
534,安平區,臺南市私立艾蒙利幼兒園,(06)2978618,[708]臺南市安平區文平里1鄰建平七街1號,100,1998/12/09,南市社福字第40166號,私立
535,安平區,臺南市私立優仕堡幼兒園,(06)2935027,[708]臺南市安平區文平里17鄰建平三街65巷26.28號,240,2004/09/09,南市社兒字第931356814號,私立
536,安平區,臺南市私立喬登幼兒園,(06)2996633,[708]臺南市安平區育平里18鄰育平四街26號,45,1999/11/23,南市社福字第147873號,私立
537,安平區,臺南市私立立家幼兒園,(06)2979450,[708]臺南市安平區億載里13鄰永華路二段1061號,45,2004/05/12,南市社兒字第930040744號,私立
538,安平區,臺南市私立喜兒坊幼兒園,(06)2957000,[708]臺南市安平區億載里17鄰健康路三段750號,150,2006/03/08,南市社兒字第09513519010號,私立
539,安平區,臺南市私立魔荳幼兒園,(06)2507906,[708]臺南市安平區平安里8鄰民權路四段315號,170,2004/05/11,南市社兒字第931353766號,私立
540,安平區,臺南市私立柏林幼兒園,(06)2506177,[708]臺南市安平區平安里3鄰民權路四段71號,210,2008/06/13,南市教特字第09712534380號,私立
541,安平區,臺南市私立傑仕堡幼兒園,(06)2411098,[708]臺南市安平區平安里8鄰安平路442號,80,2007/05/29,南市社兒字第09613547210號,私立
542,安平區,臺南市私立秀光幼兒園,(06)2288061,[708]臺南市安平區平安里10鄰安平路500巷2號,210,2007/10/02,南市社兒字第09613595190號,私立
543,安平區,臺南市私立荃心幼兒園,(06)2226334,[708]臺南市安平區平安里18鄰安北路16巷16號,28,2012/02/04,府社兒字第1010074404號,私立
544,中西區,臺南市私立新大華幼兒園,(06)2145176,[700]臺南市中西區仙草里14鄰府緯街72巷2號、4號,42,2000/03/29,南市社兒字第019281號,私立
545,中西區,臺南市私立寶寶幼兒園,(06)2133177,[700]臺南市中西區五妃里11鄰南寧街12號,40,1985/02/15,南市社福字第02919號,私立
546,中西區,臺南市私立知多幼兒園,(06)2148988,[700]臺南市中西區郡王里5鄰大埔街73號,80,1997/11/20,南市社福字第37046號,私立
547,中西區,臺南市私立哈佛蒙特梭利幼兒園,(06)2137188,[700]臺南市中西區進學里13鄰樹林街二段340號,80,1993/03/03,南市社福字第05611號,私立
548,中西區,臺南市私立哈佛蒙特梭利幼兒園小小分班,(06)2137188,[700]臺南市中西區進學里7鄰樹林街二段205號之1,45,2015/08/13,南市教特(一)字第1040763032號,私立
549,中西區,臺南市私立興文齋幼兒園,(06)2200600,[700]臺南市中西區永福里16鄰民權路二段152號,60,1985/05/11,南市教國字第08288號,私立
550,中西區,臺南市私立小牛頓幼兒園,(06)2235765,[700]臺南市中西區永華里5鄰開山路122巷56弄3號,60,2008/01/30,南市社兒字第09713512530號,私立
551,中西區,臺南市私立武聖幼兒園,(06)2593083,[700]臺南市中西區光賢里15鄰武聖路151巷49弄5號,105,1989/12/19,南市教國字第26425號,私立
552,中西區,社團法人台南市基督教青年會附設臺南市私立青年會幼兒園,(06)2267756,[700]臺南市中西區協進里1鄰民生路二段200號,129,1985/02/15,南市社福字第02920號,私立
553,中西區,臺南市私立佳恩幼兒園,(06)2952628,[700]臺南市中西區大涼里12鄰金城街25號,150,2000/06/28,南市教國字第219936號,私立
554,中西區,臺南市私立愛迪生資優幼兒園,(06)3584200,[700]臺南市中西區西湖里3鄰頂美二街48巷16號,200,1999/10/19,南市社福字第034019號,私立
555,中西區,財團法人臺南市私立衛理幼兒園,(06)2141722#11,[700]臺南市中西區小西門里10鄰健康路一段368號,360,1960/02/22,南市教字第06826號,私立
