行政區,類型,學校,2歲,3歲,4歲,5歲,3-5歲,簡章下載,電話
佳里區,公幼,塭內國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A1%AD%E5%85%A7%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7891054#731,
佳里區,公幼,信義國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BF%A1%E7%BE%A9%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7211918#311,
佳里區,非營利,伯利恆佳里非營利幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BC%AF%E5%88%A9%E6%81%86%E4%BD%B3%E9%87%8C%E9%9D%9E%E7%87%9F%E5%88%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7215005,
佳里區,準公共,佳佳幼兒園,32,16,4,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BD%B3%E4%BD%B3%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7221989,
佳里區,準公共,聖三幼兒園,26,4,7,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%81%96%E4%B8%89%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7211964,
佳里區,準公共,立人幼兒園,29,2,3,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%AB%8B%E4%BA%BA%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7230575,
佳里區,準公共,泑潛幼兒園,14,6,13,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%B3%91%E6%BD%9B%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7222343,
佳里區,準公共,佳里崧安幼兒園,23,2,3,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BD%B3%E9%87%8C%E5%B4%A7%E5%AE%89%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7235691,
佳里區,準公共,佳里劍橋幼兒園,43,16,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BD%B3%E9%87%8C%E5%8A%8D%E6%A9%8B%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7214147,
佳里區,準公共,威爾森佳里幼兒園,32,16,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A8%81%E7%88%BE%E6%A3%AE%E4%BD%B3%E9%87%8C%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7215811,
官田區,公幼,官田國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AE%98%E7%94%B0%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6901195#201,
官田區,公幼,渡拔國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%B8%A1%E6%8B%94%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6901908#15,
官田區,公幼,隆田國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%9A%86%E7%94%B0%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5791047#108,
東山區,公幼,東山國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%9D%B1%E5%B1%B1%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6803994,
東山區,公幼,東原國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%9D%B1%E5%8E%9F%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6861042#101,
東山區,公幼,青山國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%9D%92%E5%B1%B1%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6861041#18,
東山區,公幼,吉貝耍國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%90%89%E8%B2%9D%E8%80%8D%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6231149#218,
東山區,公幼,聖賢國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%81%96%E8%B3%A2%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6353170#27,
東山區,準公共,領袖學院慈仁幼兒園,38,17,3,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%A0%98%E8%A2%96%E5%AD%B8%E9%99%A2%E6%85%88%E4%BB%81%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6800853,
東區,公幼,博愛國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8D%9A%E6%84%9B%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2361723#812,
東區,公幼,崇明國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B4%87%E6%98%8E%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2673330#1002,
東區,公幼,崇學國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B4%87%E5%AD%B8%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2689951#123,
東區,公幼,復興國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%BE%A9%E8%88%88%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3319168,
東區,公幼,大同國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%A7%E5%90%8C%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2151761#862,
東區,公幼,德高國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%BE%B7%E9%AB%98%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2681891#811,
東區,公幼,勝利國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8B%9D%E5%88%A9%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2372982#3112,
東區,公幼,東光國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%9D%B1%E5%85%89%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2376534#722,
東區,公幼,忠孝國中附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%BF%A0%E5%AD%9D%E5%9C%8B%E4%B8%AD%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2670495#171,
東區,非營利,全人裕文非營利幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%85%A8%E4%BA%BA%E8%A3%95%E6%96%87%E9%9D%9E%E7%87%9F%E5%88%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2085810,
東區,非營利,臺灣文學館員工子女非營利幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%87%BA%E7%81%A3%E6%96%87%E5%AD%B8%E9%A4%A8%E5%93%A1%E5%B7%A5%E5%AD%90%E5%A5%B3%E9%9D%9E%E7%87%9F%E5%88%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2201239,
東區,非營利,成大員工子女非營利幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%88%90%E5%A4%A7%E5%93%A1%E5%B7%A5%E5%AD%90%E5%A5%B3%E9%9D%9E%E7%87%9F%E5%88%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2757575#36030,
東區,準公共,耶魯幼兒園,15,29,21,7,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%80%B6%E9%AD%AF%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2699630,
東區,準公共,傑尼爾至善幼兒園,30,19,11,4,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%82%91%E5%B0%BC%E7%88%BE%E8%87%B3%E5%96%84%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2897540,
東區,準公共,輔大幼兒園,26,9,2,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%BC%94%E5%A4%A7%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2894186,
東區,準公共,文林幼兒園,57,53,38,3,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%87%E6%9E%97%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2378378,
東區,準公共,威爾森德高幼兒園,44,46,14,19,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A8%81%E7%88%BE%E6%A3%AE%E5%BE%B7%E9%AB%98%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2905460,
東區,準公共,劍聲國際幼兒園,0,12,12,11,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8A%8D%E8%81%B2%E5%9C%8B%E9%9A%9B%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2908872,
東區,準公共,伊凡卡幼兒園,31,6,4,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BC%8A%E5%87%A1%E5%8D%A1%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2687999,
東區,準公共,維多利亞人文藝術幼兒園,24,1,4,7,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%B6%AD%E5%A4%9A%E5%88%A9%E4%BA%9E%E4%BA%BA%E6%96%87%E8%97%9D%E8%A1%93%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2900807,
東區,準公共,新世代人文藝術幼兒園,14,12,6,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E4%B8%96%E4%BB%A3%E4%BA%BA%E6%96%87%E8%97%9D%E8%A1%93%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2370639,
東區,準公共,後甲幼兒園,16,6,2,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%BE%8C%E7%94%B2%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2692204,
東區,準公共,小太陽幼兒園,29,12,9,6,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B0%8F%E5%A4%AA%E9%99%BD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2360869,
東區,準公共,崇德幼兒園,38,19,1,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B4%87%E5%BE%B7%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2609843,
東區,準公共,德妮勁寶兒幼兒園,15,0,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%BE%B7%E5%A6%AE%E5%8B%81%E5%AF%B6%E5%85%92%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2686821,
東區,準公共,傑尼爾富農幼兒園,22,7,9,5,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%82%91%E5%B0%BC%E7%88%BE%E5%AF%8C%E8%BE%B2%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2906768,
東區,準公共,童話世界幼兒園,11,24,14,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%AB%A5%E8%A9%B1%E4%B8%96%E7%95%8C%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2603477,
東區,準公共,劍聲幼兒園,16,4,1,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8A%8D%E8%81%B2%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2691439,
東區,準公共,威斯康辛幼兒園,28,8,8,8,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A8%81%E6%96%AF%E5%BA%B7%E8%BE%9B%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2896616,
東區,準公共,愛麗兒幼兒園,8,1,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%84%9B%E9%BA%97%E5%85%92%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2006156,
東區,準公共,仁和幼兒園,23,7,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BB%81%E5%92%8C%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2684079,
東區,準公共,德光幼兒園,28,36,16,9,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%BE%B7%E5%85%89%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2691995,
東區,準公共,牧群幼兒園,16,8,8,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%89%A7%E7%BE%A4%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3310700,
南化區,公幼,南化國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8D%97%E5%8C%96%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5771118#27,
南化區,公幼,北寮國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8C%97%E5%AF%AE%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5772215#211,
南化區,公幼,瑞峰國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%91%9E%E5%B3%B0%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5770093#172,
南區,公幼,喜樹國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%96%9C%E6%A8%B9%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2622462#1713,
南區,公幼,臺南市立第二幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%87%BA%E5%8D%97%E5%B8%82%E7%AB%8B%E7%AC%AC%E4%BA%8C%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2657334,
南區,公幼,臺南市立第二幼兒園明德分班,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%87%BA%E5%8D%97%E5%B8%82%E7%AB%8B%E7%AC%AC%E4%BA%8C%E5%B9%BC%E5%85%92%E5%9C%92%E6%98%8E%E5%BE%B7%E5%88%86%E7%8F%AD114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2657334,
南區,公幼,日新國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%97%A5%E6%96%B0%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2916798,
南區,公幼,龍崗國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%BE%8D%E5%B4%97%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2629690,
南區,公幼,省躬國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%9C%81%E8%BA%AC%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2622460#860,
南區,公幼,永華國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%B0%B8%E8%8F%AF%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2647003,
南區,公幼,新興國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E8%88%88%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2617452#891,
南區,非營利,擇仁非營利幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%93%87%E4%BB%81%E9%9D%9E%E7%87%9F%E5%88%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7030435,
南區,非營利,水交社非營利幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%B0%B4%E4%BA%A4%E7%A4%BE%E9%9D%9E%E7%87%9F%E5%88%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2642161,
南區,準公共,寶貝德蘭幼兒園,15,6,2,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AF%B6%E8%B2%9D%E5%BE%B7%E8%98%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2617842,
南區,準公共,新迪斯奈幼兒園,15,11,1,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E8%BF%AA%E6%96%AF%E5%A5%88%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2911055,
南區,準公共,幼芽幼兒園,23,0,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B9%BC%E8%8A%BD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2913217,
南區,準公共,艾的佳幼兒園,73,32,29,33,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%89%BE%E7%9A%84%E4%BD%B3%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2655333,
南區,準公共,大成幼兒園,13,2,1,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%A7%E6%88%90%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2611671,
南區,準公共,金蘋果幼兒園,17,14,1,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%87%91%E8%98%8B%E6%9E%9C%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2633168,
南區,準公共,欣惠群幼兒園,28,7,10,3,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%AC%A3%E6%83%A0%E7%BE%A4%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2677722,
